"answeredQuestions","asin","attributes/0/key","attributes/0/value","attributes/1/key","attributes/1/value","attributes/2/key","attributes/2/value","attributes/3/key","attributes/3/value","attributes/4/key","attributes/4/value","attributes/5/key","attributes/5/value","attributes/6/key","attributes/6/value","attributes/7/key","attributes/7/value","attributes/8/key","attributes/8/value","attributes/9/key","attributes/9/value","attributes/10/key","attributes/10/value","attributes/11/key","attributes/11/value","attributes/12/key","attributes/12/value","attributes/13/key","attributes/13/value","attributes/14/key","attributes/14/value","attributes/15/key","attributes/15/value","attributes/16/key","attributes/16/value","bestsellerRanks","bestsellerRanks/0/category","bestsellerRanks/0/rank","bestsellerRanks/0/url","bestsellerRanks/1/category","bestsellerRanks/1/rank","bestsellerRanks/1/url","bestsellerRanks/2/category","bestsellerRanks/2/rank","bestsellerRanks/2/url","bestsellerRanks/3/category","bestsellerRanks/3/rank","bestsellerRanks/3/url","brand","breadCrumbs","delivery","description","fastestDelivery","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","inStock","inStockText","listPrice","listPrice/currency","listPrice/value","locationText","manufacturerAttributes/0/key","manufacturerAttributes/0/value","manufacturerAttributes/1/key","manufacturerAttributes/1/value","manufacturerAttributes/2/key","manufacturerAttributes/2/value","manufacturerAttributes/3/key","manufacturerAttributes/3/value","manufacturerAttributes/4/key","manufacturerAttributes/4/value","manufacturerAttributes/5/key","manufacturerAttributes/5/value","manufacturerAttributes/6/key","manufacturerAttributes/6/value","manufacturerAttributes/7/key","manufacturerAttributes/7/value","manufacturerAttributes/8/key","manufacturerAttributes/8/value","price/currency","price/value","priceVariants","returnPolicy","reviewsCount","reviewsLink","seller","seller/averageRating","seller/id","seller/name","seller/reviewsCount","seller/url","shippingPrice","stars","starsBreakdown/1star","starsBreakdown/2star","starsBreakdown/3star","starsBreakdown/4star","starsBreakdown/5star","support","thumbnailImage","title","url","variantAsins/0","variantAsins/1","variantAsins/2","variantAsins/3","variantAsins/4","variantAsins/5","variantAsins/6","variantAsins/7","variantAsins/8","variantAsins/9","variantAsins/10","variantAsins/11","variantAsins/12","variantAsins/13","variantAsins/14","variantAsins/15","variantAsins/16","variantAsins/17","variantAsins/18","variantAsins/19","variantAsins/20","variantAsins/21","variantAsins/22","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value"
"248","B01HFKL0KG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","2184","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Hiking Boots","4","https://www.amazon.com/gp/bestsellers/fashion/679280011/ref=pd_zg_hrsr_fashion",,,,,,,"Merrell","Clothing, Shoes & Jewelry › Men › Shoes › Outdoor › Hiking & Trekking › Hiking Boots",,"Experience out-of-the-box comfort in this waterproof hiker. With durable leathers, a supportive footbed, and Vibram traction, all in a versatile package, you won't doubt why Moab stands for Mother-Of-All-Boots.",,"100% Leather","Imported","Synthetic sole","Shaft measures approximately Ankle from arch","Boot opening measures approximately 2 around","Waterproof membrane seals out water and lets moisture escape","Pigskin leather and mesh upper","Metal hook traditional lace closure","Bellows tongue keeps out debris","Protective toe cap","Breathable mesh lining","Kinetic Fit ADVANCED removable contoured insole with reinforced heel cushioning for medium support","Molded nylon arch shank","Merrell Air Cushion in the heel absorbs shock and adds stability","Lightweight EVA foam midsole for stability and comfort","true","",,"$","133","Select your address","Hike","From day trips to week-long backpacking treks, we have the best hiking shoes and boots to support your next outdoor excursion.","Trail Running","Hit the trails and explore beyond the beaten path with training and trail running shoes that fit your needs and your environment.","Casual","Style meets outdoor performance with versatile casual shoes and sandals with trail-built comfort you can trust.","Work","Protect your feet from the daily grind with work boots designed to meet the toughest demands while being comfortable enough to wear every day.",,,,,,,,,,,"$","74.95",,,"13856","/Merrell-Mens-Moab-Waterproof-Hiking/product-reviews/B01HF9ZN7I/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.6","0.03","0.02","0.04","0.14","0.77",,"https://m.media-amazon.com/images/I/51vY-KMCG5L._AC_.jpg","Merrell Men's Moab 2 Mid Waterproof Hiking Boot","https://www.amazon.com/dp/B01HFKL0KG","B01HFKL0KG","B076YD4RVY","B07VFWG5FZ","B01HFKETYU","B07K36MK1D","B08HSNQBZ4","B08HSM1TBC","B07VM9ZHQN","B01HFAB5YC","B08W9JMJXL","B074HV6S3D","B01MYABAEM","B08CLVQJ4G","B07FD2MC75","B07MY9VHHC","B07VFX59VM","B07VBNSPM6","B07VFX6XHD",,,,,,"Size","","Color","Earth"
"84","B082VX9RG4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","1801","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Rain Boots","2","https://www.amazon.com/gp/bestsellers/fashion/679266011/ref=pd_zg_hrsr_fashion",,,,,,,"Sperry","Clothing, Shoes & Jewelry › Men › Shoes › Boots › Rain",,"Sperry men's avenue duck boot",,"100% Leather","Imported","Rubber sole","Shaft measures approximately Ankle from arch","Boot opening measures approximately 11"" around","Seam-sealed waterproof construction keeps feet dry Fully lined shaft and full length memory foam footbed with warm thermal linings Non-marking lugged rubber outsole with molded Wave-Siping delivers ultimate wet/dry traction",,,,,,,,,,"true","",,"$","110.15","Select your address","","Seam-sealed, Waterproof construction keeps feet dry in wet conditions.","","Fully lined shaft and foot bed with warm thermal linings.","","Non-marking, lugged rubber outsoles with molded Wave-Siping deliver ultimate wet/dry traction.",,,,,,,,,,,,,"$","54.86",,,"7197","/Sperry-Mens-Avenue-Duck-Boot/product-reviews/B09LZFX3WZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.4","0.05","0.03","0.07","0.14","0.72",,"https://m.media-amazon.com/images/I/81AwYUOAq4L.__AC_SY395_SX395_QL70_FMwebp_.jpg","Sperry Men's Avenue Duck Boot","https://www.amazon.com/dp/B082VX9RG4","B082VX7NFS","B00RYBH736","B082VX4CKF","B00QR0LOHK","B09WZC4VY8","B09Q6GNH4W",,,,,,,,,,,,,,,,,,"Size","","Color","Tan/Olive"
"5","B074NGKL9G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","15271","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Rain Boots","10","https://www.amazon.com/gp/bestsellers/fashion/679266011/ref=pd_zg_hrsr_fashion",,,,,,,"Xtratuf","Clothing, Shoes & Jewelry › Men › Shoes",,,,,,,,,,,,,,,,,,,"true","",,"$","115","Select your address",,,,,,,,,,,,,,,,,,,"$","71.5",,,"170","/Xtratuf-Mens-Ankle-Deck-Boot/product-reviews/B0BSB49R4G/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.6","0.03","0.01","0.03","0.08","0.86",,"https://m.media-amazon.com/images/I/41nWX2VGkDL._AC_.jpg","Xtratuf Men's 6"" Ankle Deck Boot","https://www.amazon.com/dp/B074NGKL9G",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20","B0953L3RB6","Item Package Dimensions L x W x H","‎15.16 x 13.15 x 4.88 inches","Package Weight","‎1.91 Kilograms","Brand Name","‎TIDEWE","Color","‎Black","Suggested Users","‎mens","Manufacturer","‎TIDEWE","Part Number","‎BT017-BK05","Style","‎Rain Boots","Outer Material","‎Neoprene, Rubber","Size","‎5","ASIN","B0953J82MH","Date First Available","September 2, 2021",,,,,,,,,,,,,,,,,,,,,,,,"TIDEWE","Clothing, Shoes & Jewelry › Men › Shoes › Outdoor › Hunting",,,,"【ATTENTION】 PLEASE CHECK THE SIZE CHART AND CHOOSE THE RIGHT SIZE BEFORE PURCHASE. Pay attention to Insole Length.","【100% Waterproof】TIDEWE’s rain boots are designed with 5.5mm neoprene and natural rubber material which extends up above the ankle for protection from water and objects, providing extra durability and 100% waterproof.","【Comfort & Flexibility】 TIDEWE rubber boots features breathable mesh lining, letting your feet remain cool with outstanding air circulation. You do not feel sweaty inside the rubber work boots. 5.5 mm neoprene uppers provides comfort and flexibility, shock absorption and heat retention properties. Comfort rated: -4°F/-20°C to 68°F/ 20°C.","【Protective Outsole & Anti-Slip】 TIDEWE garden working boots with built-in steel shank offers the best arch support and foot protection. A slip-resistant lug outsole gives excellent stability & extra solid traction on wet surface.","【Durable & User-Friendly】Reinforced rubber shell on the toe and heel provides additional protection for your foot. The kick plate on the back of the hunting boots and the rear pull loop make it much easier for removal.",,,,,,,,,,,"true","",,"$","85.99","Select your address",,,,,,,,,,,,,,,,,,,"$","49.99",,,"906","/TIDEWE-Neoprene-Insulated-Waterproof-Gardening/product-reviews/B09CH995G7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.4","0.04","0.04","0.08","0.14","0.7",,"https://m.media-amazon.com/images/I/81z9sh8c0bL.__AC_SX300_SY300_QL70_FMwebp_.jpg","TIDEWE Rubber Boots for Men, 5.5mm Neoprene Insulated Rain Boots with Steel Shank, Waterproof Mid Calf Hunting Boots, Durable Rubber Work Boots for Farming Gardening Fishing (Black & Realtree Edge Camo, Size 5-14)","https://www.amazon.com/dp/B0953L3RB6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"66","B088BJMXYX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","1092","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Mules & Clogs","7","https://www.amazon.com/gp/bestsellers/fashion/3420996011/ref=pd_zg_hrsr_fashion",,,,,,,"","Clothing, Shoes & Jewelry › Men › Shoes › Mules & Clogs",,"Faux leather uppers and adjustable heel straps add a dose of ruggedness to the Men’s Classic Yukon Vista II Clogs. With a hook-and-loop closure system that also pivots forward, you’re free to choose between a hands-free slide or secured fit. Croslite foam outsoles and the superbly cushioned LiteRide footbeds can handle the outdoor elements while providing true comfort around the campfire, on the trail, or back home.",,,,,,,,,,,,,,,,,"true","",,"$","89.95","Select your address","Our signature Croslite foam was designed to keep your feet happy from day to night.","","Next-generation LiteRide material offers comfort and support.","","When the sun comes out so do our soft and comfy sandals.","","Pivoting heel straps for a more secure fit.","",,,,,,,,,,,"$","29.13",,,"11637","/Crocs-Yukon-Vista-Literide-Clogs/product-reviews/B0979TYWD9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.7","0.02","0.01","0.03","0.1","0.84",,"https://m.media-amazon.com/images/I/61EaEg3esKL.__AC_SY395_SX395_QL70_FMwebp_.jpg","Crocs Men's Yukon Vista Ii Literide Clogs","https://www.amazon.com/dp/B088BJMXYX",,,,,,,,,,,,,,,,,,,,,,,,,,,
"111","B07FBH4DTH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","488","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Health Care & Food Service Shoes","1","https://www.amazon.com/gp/bestsellers/fashion/6796861011/ref=pd_zg_hrsr_fashion","Men's Work & Utility Shoes","1","https://www.amazon.com/gp/bestsellers/fashion/23721052011/ref=pd_zg_hrsr_fashion",,,,"Skechers","Clothing, Shoes & Jewelry › Men › Uniforms, Work & Safety › Shoes › Work & Utility › Shoes",,"Skechers for work, cessnock food service shoe. Slip reisitant outsole.",,,,,,,,,,,,,,,,,"true","",,"$","173.99","Select your address",,,,,,,,,,,,,,,,,,,"$","39.79",,,"23349","/Skechers-Mens-Cessnock-Food-Service/product-reviews/B07MKB9JKY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.5","0.04","0.02","0.06","0.15","0.73",,"https://m.media-amazon.com/images/I/81VX+mKLHeL._AC_SX395_SY395_.jpg","Skechers Men's Cessnock Food Service Shoe","https://www.amazon.com/dp/B07FBH4DTH","B07FBH4DTH","B07VMHNVM2","B084VCJMJ9","B07VLC9QSY","B07VLCB2KN",,,,,,,,,,,,,,,,,,,"Size","","Color","Black"
"176","B07MQ668JB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","246","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Loafers & Slip-Ons","3","https://www.amazon.com/gp/bestsellers/fashion/679313011/ref=pd_zg_hrsr_fashion",,,,,,,"Hey Dude","Clothing, Shoes & Jewelry › Men › Shoes › Loafers & Slip-Ons",,,,,,,,,,,,,,,,,,,"true","",,"$","124.95","Select your address",,,,,,,,,,,,,,,,,,,"$","29",,,"30926","/Hey-Dude-Wally-Canvas-Loafers/product-reviews/B098Y9TFNY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.8","0.02","0.01","0.03","0.08","0.86",,"https://m.media-amazon.com/images/I/41gBA7ckMZL._AC_.jpg","Hey Dude Men’s Wally Loafer Multiple Colors | Men’s Shoes | Men's Lace Up Loafers","https://www.amazon.com/dp/B07MQ668JB",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"B074NB38B8","Manufacturer","‎XTRATUF","Part Number","‎22736-BLK-100","Item Weight","‎3.05 pounds","Product Dimensions","‎14 x 11 x 4.6 inches","Item model number","‎22736-BLK-100","Is Discontinued By Manufacturer","‎No","Size","‎10","Color","‎Black","Style","‎Ankle Deck Boot","Material","‎Synthetic","Pattern","‎Solid","Item Package Quantity","‎1","Special Features","‎Lightweight","Batteries Included?","‎No","Batteries Required?","‎No","ASIN","B074NB38B8","Date First Available","August 8, 2017",,,,,,,,,,,,,,"Xtratuf","Clothing, Shoes & Jewelry › Men › Shoes › Boots › Rain","Saturday, January 21",,"Wednesday, January 18","Built with 100% Waterproof Construction for Comfort and Performance","Breathable Mesh Liner that Allows for Long Days on the Water","Slip Resistant Non Marking Chevron Outsole Provides Excellent Traction in Extreme Conditions","Large Front and Rear Pull Loops are Easy to Grasp and Make for Quick Pull On and Removal","Crafted for Sport and Recreational Fishermen",,,,,,,,,,,"true","In Stock.",,"$","100","Select your address",,,,,,,,,,,,,,,,,,,"$","79.45",,"Eligible for Return, Refund or Replacement within 30 days of receipt","694","/Xtratuf-Deck-Ankle-Boot-Black/product-reviews/B074NB38B8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,"A1L773GETBGUZ2","HAS BRANDS",,"/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1L773GETBGUZ2&asin=B074NB38B8&ref_=dp_merchant_link&isAmazonFulfilled=1",,"4.7","0.03","0.01","0.03","0.09","0.83",,"https://m.media-amazon.com/images/I/51mmxfb1h7L.__AC_SX300_SY300_QL70_FMwebp_.jpg","Xtratuf Performance Series 6"" Men’s Full Rubber Ankle Deck Boots","https://www.amazon.com/dp/B074NB38B8",,,,,,,,,,,,,,,,,,,,,,,,,,,
"10","B07H7ST7FJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","3246","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Loafers & Slip-Ons","13","https://www.amazon.com/gp/bestsellers/fashion/679313011/ref=pd_zg_hrsr_fashion",,,,,,,"Hey Dude","Clothing, Shoes & Jewelry › Men › Shoes › Loafers & Slip-Ons",,,,,,,,,,,,,,,,,,,"true","",,"$","44.95","Select your address",,,,,,,,,,,,,,,,,,,"$","35.57",,,"4663","/Hey-Dude-Mens-Wally-Micro/product-reviews/B0B8NNZQGP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.8","0.02","0.01","0.02","0.07","0.88",,"https://m.media-amazon.com/images/I/81r6UvM0bnL.__AC_SX395_SY395_QL70_FMwebp_.jpg","Hey Dude Men's Wally Sox Micro","https://www.amazon.com/dp/B07H7ST7FJ",,,,,,,,,,,,,,,,,,,,,,,,,,,
"141","B06XPK3F6K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","909","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Loafers & Slip-Ons","5","https://www.amazon.com/gp/bestsellers/fashion/679313011/ref=pd_zg_hrsr_fashion",,,,,,,"Hey Dude","Clothing, Shoes & Jewelry › Men › Shoes › Loafers & Slip-Ons",,,,,,,,,,,,,,,,,,,"true","",,"$","104.57","Select your address","","Stand out confidently with the leading-edge technology of our Flex & Fold outsole. This technology allows you to explore your passions in comfort and style, moving as if you were barefoot.","","As a part of our drive for sustainability, we picked materials like 100% cotton, knowing our shoes will withstand the times. Refresh your shoes to look like new by washing them on delicate in cold temperatures and air drying.","","We reconstructed and redesigned the modern shoe to be lightweight, comfortable, and breathable. By taking out the unnecessary, stiff, and bulky parts, we were able to create the ultimate shoe to take you on your next adventure!","","Wear them, fold them, pack them. Don’t feel weighed down as you take off on your next adventure. Our shoes are designed to be lightweight and flexible to fit your packing needs. Navigate your next step with the shoe designed for all-day wear.","","The most comfortable shoes for the on-the-go person, our shoes won’t tie you down from achieving whatever you have planned for the day! Hey Dude Shoes, are designed with the Easy-On System to make getting out the door that much easier.","","Our memory foam insoles support your body's natural alignment. Designed to mold to your feet, it gives you the ultimate barefoot feeling to protect against impacts and compression.","","","","","","","$","29.87",,,"33752","/Hey-Dude-Wally-Woven-Loafer/product-reviews/B01L288ZWI/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.8","0.02","0.01","0.03","0.09","0.86",,"https://m.media-amazon.com/images/I/41r+7dfsKpL._AC_.jpg","Hey Dude Men's Wally Loafer Multiple Colors | Men’s Shoes | Men's Lace Up Loafers | Comfortable & Light-Weight","https://www.amazon.com/dp/B06XPK3F6K",,,,,,,,,,,,,,,,,,,,,,,,,,,
"215","B005EU62N0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","1184","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Mules & Clogs","8","https://www.amazon.com/gp/bestsellers/fashion/3420996011/ref=pd_zg_hrsr_fashion",,,,,,,"","Clothing, Shoes & Jewelry › Men › Shoes › Mules & Clogs",,"Crocs Unisex Men's and Women's Classic Realtree Clog | Camo Shoes, Walnut, 12 Women/10 MenCrocs, Inc. is a rapidly growing designer, manufacturer and retailer of footwear for men, women and children under the crocs brand. All crocs brand shoes feature crocs' proprietary closed-cell resin, Croslite, which represents a substantial innovation in footwear. The Croslite material enables crocs to produce soft, comfortable, lightweight, superior-gripping, non-marking and odor-resistant shoes. These unique elements make crocs ideal for casual wear, as well as for professional and recreational uses such as boating, hiking, hospitality and gardening. The versatile use of the material has enabled crocs to successfully market its products to a broad range of consumers.",,,,,,,,,,,,,,,,,"true","",,"$","65","Select your address","Ventilation ports add breathability, helping shed Water and debris.","","Pivoting heel straps for a more secure fit.","","Lightweight, non-marking soles.","","Personalize with 13 Jibbitz charms on each clog.","",,,,,,,,,,,"$","31.7",,,"52401","/Crocs-Classic-Realtree-Comfort-Lightweight/product-reviews/B008MVJ9MY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.8","0.01","0.01","0.02","0.07","0.89",,"https://m.media-amazon.com/images/I/41YaN7SSwkL._AC_.jpg","Crocs Men's and Women's Classic Realtree Clog | Camo Shoes","https://www.amazon.com/dp/B005EU62N0","B005PQPZ8G","B074F7JBTC",,,,,,,,,,,,,,,,,,,,,,"Size","","Color","Khaki"
"8","B07MFQTP5S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","8268","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Loafers & Slip-Ons","33","https://www.amazon.com/gp/bestsellers/fashion/679313011/ref=pd_zg_hrsr_fashion",,,,,,,"Hey Dude","Clothing, Shoes & Jewelry › Men › Shoes › Loafers & Slip-Ons","Saturday, January 21",,"Tuesday, January 17",,,,,,,,,,,,,,,,"true","In Stock.",,"$","59.95","Select your address",,,,,,,,,,,,,,,,,,,"$","49.27",,"Eligible for Return, Refund or Replacement within 30 days of receipt","2101","/Hey-Dude-Mens-Wally-Black/product-reviews/B07MFQTP5S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,"A16HZ3J3WEU71V","LY Berditchev Co.",,"/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A16HZ3J3WEU71V&asin=B07MFQTP5S&ref_=dp_merchant_link&isAmazonFulfilled=1",,"4.7","0.02","0.01","0.03","0.1","0.83",,"https://m.media-amazon.com/images/I/41gBA7ckMZL._AC_.jpg","Hey Dude Men's Wally Sox Jet Black Size 11 | Men’s Shoes | Men's Lace Up Loafers | Comfortable & Light-Weight","https://www.amazon.com/dp/B07MFQTP5S",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","B07M7DV4FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","16618","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Loafers & Slip-Ons","60","https://www.amazon.com/gp/bestsellers/fashion/679313011/ref=pd_zg_hrsr_fashion",,,,,,,"Hey Dude","Clothing, Shoes & Jewelry › Men › Shoes › Loafers & Slip-Ons","Tuesday, January 24",,"Tuesday, January 17",,,,,,,,,,,,,,,,"true","In Stock.",,"$","59.95","Select your address",,,,,,,,,,,,,,,,,,,"$","50.88",,"Eligible for Return, Refund or Replacement within 30 days of receipt","1737","/Hey-Dude-Mens-Wally-Black/product-reviews/B07M7DV4FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,"A1PMQ3VF7TXZZ3","Hey Dude Official",,"/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1PMQ3VF7TXZZ3&asin=B07M7DV4FL&ref_=dp_merchant_link&isAmazonFulfilled=1",,"4.7","0.03","0.01","0.03","0.08","0.85",,"https://m.media-amazon.com/images/I/41gBA7ckMZL._AC_.jpg","Hey Dude Men's Wally Sox Jet Black Size 10 | Men’s Shoes | Men's Lace Up Loafers | Comfortable & Light-Weight","https://www.amazon.com/dp/B07M7DV4FL",,,,,,,,,,,,,,,,,,,,,,,,,,,
"57","B087TQBBXD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","1534","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Road Running Shoes","10","https://www.amazon.com/gp/bestsellers/fashion/14210389011/ref=pd_zg_hrsr_fashion",,,,,,,"Under Armour","Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Running › Road Running",,,,,,,,,,,,,,,,,,,"true","",,"$","124.12","Select your address",,,,,,,,,,,,,,,,,,,"$","37.48",,,"9987","/Under-Armour-Charged-Assert-Running/product-reviews/B087P32XQG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.5","0.04","0.02","0.05","0.14","0.76",,"https://m.media-amazon.com/images/I/31pKn-zkB2L._AC_.jpg","Under Armour Men's Charged Assert 9 Running Shoe","https://www.amazon.com/dp/B087TQBBXD",,,,,,,,,,,,,,,,,,,,,,,,,,,
"44","B077M7RQNZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","5909","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Slippers","48","https://www.amazon.com/gp/bestsellers/fashion/679324011/ref=pd_zg_hrsr_fashion",,,,,,,"UGG","Clothing, Shoes & Jewelry › Men › Shoes › Slippers",,,,,,,,,,,,,,,,,,,"true","",,"$","100","Select your address",,,,,,,,,,,,,,,,,,,"$","55.39",,,"11389","/UGG-1101111-Mens-Scuff-Slipper/product-reviews/B0BFZWSSNY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.8","0.02","0.01","0.03","0.06","0.87",,"https://m.media-amazon.com/images/I/61AM-wttsjL.__AC_SY395_SX395_QL70_FMwebp_.jpg","UGG Men's Scuff Slipper","https://www.amazon.com/dp/B077M7RQNZ",,,,,,,,,,,,,,,,,,,,,,,,,,,
"165","B06W2JXTB9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","240","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Loafers & Slip-Ons","2","https://www.amazon.com/gp/bestsellers/fashion/679313011/ref=pd_zg_hrsr_fashion",,,,,,,"Hey Dude","Clothing, Shoes & Jewelry › Men › Shoes › Loafers & Slip-Ons",,,,,,,,,,,,,,,,,,,"true","",,"$","90","United Kingdom",,,,,,,,,,,,,,,,,,,"$","28.89",,,"32753","/Hey-Dude-Mens-Wally-Slip/product-reviews/B09GF1RWH5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.7","0.02","0.01","0.03","0.09","0.84",,"https://m.media-amazon.com/images/I/81B4N+RHqOL._AC_SY395_SX395_.jpg","Hey Dude Men's Wally Funk-Multiple Colors and Size | Men’s Shoes | Comfortable & Light-Weight","https://www.amazon.com/dp/B06W2JXTB9",,,,,,,,,,,,,,,,,,,,,,,,,,,
"117","B000J176L6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","786","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Slippers","6","https://www.amazon.com/gp/bestsellers/fashion/679324011/ref=pd_zg_hrsr_fashion",,,,,,,"UGG","Clothing, Shoes & Jewelry › Men › Shoes › Slippers",,"A slipper that travels well outdoors, the Tasman features the same light, durable outsole as our Classic Boot. Lined with plush wool, it's crafted from suede with an easy slip-on silhouette, so you can run out the door for weekend plans or to work. This product was made in a factory that supports women in our supply chain with the help of HERproject, a collaborative initiative that creates partnerships with brands like ours to empower and educate women in the workplace.",,"100% Leather","Imported","Dyed Sheep Fur (Fur Origin: United States/United Kingdom/Spain/Ireland/Australia)","Ethylene Vinyl Acetate sole","Shaft measures approximately not_applicable from arch","Available in whole sizes only. If between sizes, please order 1/2 size up from your usual size.","17mm sheepskin lining","17mm UGGpure wool insole","Treadlite by UGG outsole for comfort","Suede upper",,,,,,"true","",,"$","100","Select your address",,,,,,,,,,,,,,,,,,,"$","99.95",,,"12495","/UGG-5950-Mens-Tasman-Slipper/product-reviews/B091ZPDSZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.7","0.03","0.01","0.03","0.08","0.86",,"https://m.media-amazon.com/images/I/81j86+RsnqL._AC_SX395_SY395_.jpg","UGG Men's Tasman Slipper","https://www.amazon.com/dp/B000J176L6",,,,,,,,,,,,,,,,,,,,,,,,,,,
